ID,Name,SpType,[Fe/H],e[Fe/H],A(Li),eA(Li),Teff_K,eTeff_K,vsini,Age_Ga,eAge_Ga,M_Msol,eM_Msol,logRHK,elogRHK,Prot_d,R_Rsol,N_planets,sum_Mp,Porb_d,a_au,e,logOD,Pl,Nbr.
HD42618,HD 42618  ,G2/3V,-0.1,0.03,1.2,0.06,5830,63,1.83,1.921,1.776,0.969,0.028,-4.666942751395,-0.266409434484999,9.33533,0.985,,,,,,,N,
HD42807,HD 42807  ,G2V,-0.1,0.06,2.07,0.09,5716,21,1.2,1.416,1.141,0.961,0.02,-4.660367626265,0.211923184624999,1.07549,0.931,,,,,,,N,
HD43042,* 71 Ori  ,G2/3V,0.05,0.02,1.93,0.1,6489,109,5.67,0.919,0.682,1.296,0.027,-4.71511145399,0.0581197309199997,,1.33,,,,,,,N,
HD4307,* 18 Cet  ,G2V,-0.23,0.01,2.43,0.02,5843,31,2.5,8.09,0.219,1.018,0.016,-4.837099815025,-0.143934340695,,1.782,,,,,,,N,
HD4308,HD 4308  ,G3V,-0.34,0.01,1.03,0.04,5753,41,3,9.977,1.294,0.855,0.018,-4.686097123845,-0.293396950395,,1.057,1,0.0405,15.609,0.118,0.27,3.3692483,Y,1
HD43162,HD 43162  ,G5V,0.01,0.03,2.25,,5626,51,6.2,1.335,1.33,0.952,0.021,-4.393134242945,-0.0534631776549999,10,0.895,,,,,,,N,
HD43523,HD 43523  ,F5,0.05,0.03,2.84,0.05,6121,41,4.5,1.174,0.857,1.138,0.025,-4.88868324602,0.35143695408,5,1.134,,,,,,,N,
HD43691,HD 43691  ,G0,0.23,0.06,2.21,0.12,6118,63,3.6,2.882,0.282,1.332,0.016,-4.639281448135,-0.137855551625,29.5334,1.745,1,2.49,36.96,0.24,0.14,2.6275499,Y,1
HD43834,* alf Men  ,G5V,0.1,0.02,0.71,0.15,5657,327,1.7,4.125,3.87,0.964,0.039,-4.91105159271,0,,0.982,,,,,,,N,
HD43947,HD 43947  ,F8V,-0.29,0.02,2.4,0.1,6020,61,0.1,6.309,2.027,0.945,0.035,-4.823279354315,-0.0404671891449997,10,1.121,,,,,,,N,
HD44120,HD 44120  ,G2/3V,0.11,0.01,2.52,0.1,6023,65,3.39,4.43,0.935,1.19,0.044,-4.90511763074,0,14.8104,1.627,,,,,,,N,
HD44219,HD 44219  ,G3V,0.03,0.04,1.19,,5763,49,2.22,8.515,1.414,1.026,0.043,-5.0387,0.0083,,1.478,1,0.58,472.3,1.19,0.61,8.1134139,Y,1
HD44420,HD 44420  ,G4V,0.29,0.02,0.65,,5715,64,6.5,5.323,1.922,1.066,0.028,-4.810424267275,-0.210424656065,0.927377,1.198,,,,,,,N,
HD44447,HD 44447  ,G2/3V,-0.22,0.01,2.2,0.1,5988,33,2.84,8.279,0.863,0.97,0.028,-5.193644580815,-0.104459054465,,1.336,,,,,,,N,
HD44594,HD 44594  ,G2/3V,0.15,0.01,1.48,0.02,5861,75,4.4,2.31,1.898,1.08,0.033,-4.882224374125,0.0189001345150004,27.1518,1.148,,,,,,,N,
HD44804,HD 44804  ,K0IV/V,0.02,0.04,0.07,,5327,132,2.7,4.042,3.76,0.866,0.032,,,0.935104,0.886,,,,,,,N,
HD44985,HD 44985  ,F8,-0.09,0.03,2.06,0.02,6040,49,0.1,2.231,1.515,1.071,0.031,-4.78123836871,-0.17109167553,12,1.116,,,,,,,N,
HD45021,HD 45021  ,G5V,0.007,0.003,0.59,,5658,107,1.76,4.065,3.494,0.956,0.038,,,,0.969,,,,,,,N,
HD45067,HD 45067  ,G2/3V,-0.03,0.03,2.5,0.02,6059,64,8,5,0.605,1.172,0.033,-4.71993555792,0,9.33533,1.869,,,,,,,N,
HD45184,HD 45184  ,G2V,0.04,0.01,2.01,0.12,5862,60,0.8,7.105,0.908,1.073,0.024,-4.86115572104,0.0200145405600001,23,1.072,1,0.04,5.8872,0.0638,0.3,1.7720467,Y,1
HD45289,HD 45289  ,G2 V,-0.02,0.01,0.47,,5734,203,1.43,5.404,3.931,1.009,0.049,-5.061455022555,0.107457779095,45.495899,1.267,,,,,,,N,
HD45346,HD 45346  ,G5V,-0.057,0.004,0.88,,5781,39,1.98,3.855,2.192,0.978,0.031,,,,1.043,,,,,,,N,
HD45350,HD 45350  ,G5,0.25,0.03,0.15,,5594,50,2.3,8.065,1.459,1.018,0.023,-5.10317750467,,,1.262,1,1.79,890.76,1.92,0.778,9.1520173,Y,1
HD45364,HD 45364  ,G8V,-0.17,0.01,,,5466,46,0.611,8.828,2.497,0.847,0.018,-4.950357412395,-0.143911894395,,0.9,2,1.64,226.93,0.6813,0.0974,7.1377076,Y,
HD45652,HD 45652  ,K5,0.2,0.07,0.36,,5322,76,1.9,4.227,3.628,0.928,0.03,-4.962995599465,-0.0106655552250006,42,0.955,1,0.47,43.6,0.23,0.38,4.5529980,Y,1
HD457,HD 457  ,G0V,0.33,0.04,2.6,0.02,5948,61,2.7,3.402,0.945,1.177,0.023,-4.93707044054,-0.0136790177600004,,1.34,,,,,,,N,
HD45701,HD 45701  ,G1 V,0.18,0.03,1.06,0.83,5832,37,2.9,5.727,1.032,1.134,0.038,,,10.0806,1.518,,,,,,,N,
HD4597,HD 4597  ,F7/8V,-0.38,0.03,2.27,0.1,6064,116,3.6,6.405,3.263,0.933,0.052,,,,1.181,,,,,,,N,
HD4614,* eta Cas  ,F9V,-0.27,0.02,2.08,,5405,,3.15,,,,,,,17,1.069,,,,,,,N,
HD4628,HD 4628  ,K2.5V,-0.22,0.01,0.01,0.11,5014,41,2,3.015,3.136,0.746,0.017,-4.9838083059,0.0905994522400002,47,0.689,,,,,,,N,
HD46375A,HD 46375  ,K0 V,0.28,0.03,0.16,,5313,172,1.3,3.915,3.656,0.918,0.029,,,43,0.921,1,0.23,3.02358,0.041,0.0524,-0.0951684,Y,1
HD47157,HD 47157  ,G5 IV-V,0.34,0.03,0.98,,5712,108,10.7,3.204,2.635,1.072,0.037,-4.99557710996,0,,1.181,,,,,,,N,
HD47186,HD 47186  ,G6 V,0.22,0.02,0.42,0.12,5685,48,2.2,2.705,1.94,1.05,0.028,-4.99564199849,0.0754005016399999,,1.108,2,0.42228,4.0845,0.05,0.038,-0.0363160,Y,2
HD48115,HD 48115  ,G0V,-0.21,0.04,2.13,0.12,5838,20,0.9,2.355,2.07,0.94,0.041,,,,0.961,,,,,,,N,
HD48611,HD 48611  ,G2/3V,-0.34,0.02,0.2,,5442,99,2.2,3.927,3.602,0.788,0.026,-4.48850251251,-0.47631884578,,0.803,,,,,,,N,
HD48682,* psi05 Aur  ,G2/3V,0.12,0.02,2.74,0.08,6064,72,5,2.236,1.483,1.147,0.032,-4.81242599641,0,12,1.068,,,,,,,N,
HD49035,HD 49035  ,G2/3V,0.25,0.04,0.47,,5611,57,3.2,4.854,2.956,1.016,0.04,-4.76130599102,0,20.120701,1.111,,,,,,,N,
HD4915,HD 4915  ,G5V,-0.21,0.01,1.34,0.12,5711,60,1.8,2.326,2.165,0.903,0.029,-4.797234032875,0.0186035638349997,20,0.897,,,,,,,N,
HD49674,HD 49674  ,G0,0.29,0.03,0.53,,5610,86,2,2.648,2.432,1.026,0.032,-4.619363949115,-0.246226209385,28,1.054,1,0.1,4.94739,0.058,0.0495,1.0316965,Y,1
HD49736,HD 49736  ,F8,-0.07,0.03,2.34,0.04,5990,44,3.6,4.853,1.234,1.04,0.027,-4.84188213008,0,29,1.181,,,,,,,N,
HD50499,HD 50499  ,G1V,0.34,0.03,2.62,0.05,6017,45,3.8,2.49,0.48,1.236,0.013,-5.04462459747,0.0728459039599993,,1.414,1,1.71,2482.7,3.86,0.23,11.0786878,Y,1
HD50554,HD 50554  ,F8,-0.06,0.02,2.42,0.06,6052,57,2.3,,,,,-4.68750755508,-0.11886467854,11,1.132,1,5.16,1293,2.41,0.5,,Y,1
HD50639,HD 50639  ,F8/G0V,-0.02,0.03,2.55,0.04,6093,52,1.5,4.119,1.19,1.083,0.031,-4.62420925254,-0.19396867821,9,1.276,,,,,,,N,
HD5065,HD 5065  ,G2/3V,-0.05,0.03,2.6,0.02,5955,49,4.1,7.009,0.418,1.067,0.019,-4.784606871565,-0.191966726155,30.422899,1.68,,,,,,,N,
HD50692,* 37 Gem  ,G2/3V,-0.15,0.02,2.01,0.04,6060,177,2.7,2.899,2.758,1.007,0.046,-4.89956477766,0,16,1.104,,,,,,,N,
HD50806,HD 50806  ,G2/3V,0.04,0.01,0.56,0.12,5618,51,1.5,10.148,0.495,1.006,0.015,-5.12360519147,0.0335982004500002,,1.672,,,,,,,N,
HD51219,HD 51219  ,G8V,0.01,0.03,0.51,0.15,5652,206,1.5,4.297,3.882,0.964,0.041,-4.98464240822,-0.00512010209000024,,1.069,,,,,,,N,
HD51754,HD 51754  ,G2V,-0.55,0.02,1.08,0.12,5822,165,3.5,7.969,3.434,0.87,0.039,-5.06683395695,0.27471908317,,1.126,,,,,,,N,
HD51929,HD 51929  ,G2 V Fe-1.4 CH-0.7,-0.63,0.03,1.18,0.2,5826,133,3.6,9.57,1.867,0.835,0.025,-4.84953356601,0.0608347346100002,0.907383,1.171,,,,,,,N,
HD52265,HD 52265  ,G0V,0.2,0.02,2.65,0.06,6123,40,3.6,,,,,-4.91880530642,-0.0171034801800003,9.42,1.368,2,1.4,59.9,0.316,0.05,,Y,2
HD52447,HD 52447  ,G0V,0.24,0.03,2.64,0.11,6051,38,6.3,2.813,0.576,1.216,0.022,,,,1.393,,,,,,,N,
HD52449,HD 52449  ,F8V+A/F,0.09,0.04,2.86,0.1,6300,37,3.6,0.844,0.669,1.214,0.036,,,27.7,1.259,,,,,,,N,
HD52711,HD 52711  ,G2/3V,-0.11,0.02,1.93,0.03,5933,158,4,3.918,3.413,0.991,0.048,-4.87727572017,0.00154548377000019,20,1.059,,,,,,,N,
HD53143,HD 53143  ,G9V,0.23,0.03,1.09,,5332,94,4.1,3.23,2.993,0.931,0.029,-4.527517163435,0.00898117581500024,9.60154,0.897,,,,,,,N,
HD53665,HD 53665  ,F6V,0.17,0.03,1.33,,6218,65,8.1,2.881,0.42,1.346,0.039,-4.84690835001,-0.0547934762299995,,1.857,,,,,,,N,
HD53705,HD 53705  ,G2/3V,-0.15,0.02,0.99,0.05,5845,67,4.3,8.826,1.934,0.942,0.04,-4.937402241975,0.078344215625,27.1518,1.222,,,,,,,N,
HD5372,HD 5372  ,G2/3V,0.2,0.03,0.85,0.02,5893,57,3.6,1.703,1.336,1.12,0.027,-4.692258758155,-0.194263471835,32.372898,1.156,,,,,,,N,
HD5388,HD 5388  ,G2/3V,-0.25,0.05,1.45,0.02,6241,61,4.66,4.809,0.354,1.135,0.023,,,,1.918,,,,,,,N,
HD54521,HD 54521  ,G2V,-0.04,0.04,2.26,0.1,5927,106,2.7,2.934,2.63,1.018,0.05,,,,1.067,,,,,,,N,
HD5470,HD 5470  ,G0,0.24,0.03,2.47,0.04,5867,122,3.6,3.833,2.484,1.121,0.043,-4.81203400142,0,18,1.25,,,,,,,N,
HD55575,HD 55575  ,G2/3V,-0.33,0.03,1.76,0.1,5913,49,1.89,9.718,1.249,0.896,0.022,-4.85451029843,0,13,1.151,,,,,,,N,
HD55693,HD 55693  ,G1.5V,0.27,0.02,1.39,0.22,5855,54,3.38,2.69,1.467,1.128,0.025,-4.99061939844,-0.33803952281,,1.208,,,,,,,N,
HD56124,HD 56124  ,G2/3V,0.01,0.03,1.98,0.1,5856,42,1.5,1.257,0.017,1.948,0.018,-4.776360013665,0.0595737927949997,14,1.021,,,,,,,N,
HD56274,HD 56274  ,G5V,-0.54,0.02,2.07,0.12,5864,69,5,4.032,3.391,0.836,0.036,-4.622589128315,-0.217527465845,15,0.882,,,,,,,N,
HD56303,HD 56303  ,G2V,0.13,0.03,2.57,,5938,44,2.7,3.797,1.088,1.11,0.025,-4.502208454575,-0.365063694805,16,1.252,,,,,,,N,
HD564,HD 564  ,G2/3V,-0.22,0.04,2.26,0.1,5950,80,2.44,3.018,2.684,0.954,0.048,-4.91961160007,0.19524363091,27.1518,0.967,,,,,,,N,
HD58676,HD 58676  ,G2/3V,-0.01,0.05,0.32,,5047,159,2,4.596,4.029,0.823,0.028,,,,0.802,,,,,,,N,
HD59468,HD 59468  ,G6.5 V,0.03,0.01,0.04,0.07,5617,27,2,5.556,1.888,0.957,0.026,-4.81276750519,-0.0935150054600005,,1.045,,,,,,,N,
HD59711A,HD 59711  ,G2/3V,-0.13,0.04,1.2,0.02,5734,34,1.61,5.082,2.236,0.936,0.029,-5.005921447685,-0.199475929685,,0.989,,,,,,,N,
HD59984,HD 59984  ,G2/3V,-0.68,0.02,2.42,0.02,6004,85,4.1,9.781,0.557,0.889,0.015,-4.580530287585,-0.321931695405,,1.66,,,,,,,N,
HD61005,HD 61005  ,G3/G5V,-0.06,0.06,2.79,,5507,87,9.1,3.253,3.129,0.893,0.031,-4.67692764817,0.519657151590001,3,0.896,,,,,,,N,
HD61383,HD 61383  ,G3V,-0.45,0.04,2.06,0.02,5753,56,2.7,11.428,0.164,0.89,0.008,,,,1.607,,,,,,,N,
HD61447,HD 61447  ,G5IV/V,0.16,0.05,0.58,,5643,80,5.4,2.936,2.636,1.011,0.035,-5.06949307512,0,,1.056,,,,,,,N,
HD61606,HD 61606  ,K3- V,0.05,0.02,0.13,0.04,4860,33,1.77,3.558,3.029,0.781,0.017,-4.62172273984,0.21826377668,,0.786,,,,,,,N,
HD61902,HD 61902  ,G2/3V,-0.62,0.02,2.44,0.1,6105,64,4.26,9.384,0.815,0.898,0.026,,,,1.475,,,,,,,N,
HD61986,HD 61986  ,G5V,-0.35,0.04,0.98,0.07,5789,60,2.7,6.554,3.245,0.875,0.032,-4.70707740853,-0.0758684198599999,,0.965,,,,,,,N,
HD6204,HD 6204  ,G3V,0.028,0.008,2.36,0.02,5771,93,4.01,2.376,2.279,0.996,0.034,,,,1.007,,,,,,,N,
HD62128,HD 62128  ,G2/3V,0.32,0.04,0.79,,5814,43,3.3,4.774,1.081,1.176,0.042,-4.99690885648,-0.0782704868800002,,1.557,,,,,,,N,
HD62364,HD 62364  ,F7V,-0.1,0.04,2.57,0.1,6159,37,3.6,5.039,0.956,1.11,0.05,,,,1.49,,,,,,,N,
HD62847,HD 62847  ,G8V,-0.25,0.04,0.12,,5452,161,2.7,4.065,3.75,0.813,0.031,,,,0.797,,,,,,,N,
HD63333,HD 63333  ,F5,-0.35,0.04,2.46,0.02,6220,81,4,5.198,1.498,1.007,0.033,,,0.516358,1.269,,,,,,,N,
HD63433,HD 63433  ,G2/3V,0.05,0.03,2.57,0.04,5714,128,7,2.723,2.753,0.942,0.034,-4.34961304122,0,4,0.94,,,,,,,N,
HD63454,HD 63454  ,K3 V (k),0.13,0.06,0.14,,4784,75,2.694,4.644,3.868,0.77,0.019,-4.68419659247,-0.18793514539,,0.803,1,0.39,2.81747,0.036,0.0177,-0.3607335,Y,1
HD63487,HD 63487  ,G2V,0.085,0.007,1.6,0.02,5839,64,3.14,1.654,1.487,1.039,0.027,,,,1.046,,,,,,,N,
HD63685,HD 63685  ,G8IV,0,0.04,0.62,,5500,48,0.9,10.183,0.534,1.008,0.032,,,,1.806,,,,,,,N,
HD63754,HD 63754  ,G0V,0.22,0.03,2.26,0.1,6013,51,4.2,3.308,0.476,1.374,0.058,-4.9475833179,-0.0709094108800006,,2.135,,,,,,,N,
HD63765,HD 63765  ,G9V,-0.16,0.01,,,5492,53,1.534,3.017,2.733,0.873,0.025,-4.961271126875,-0.142724744635,,0.858,1,0.64,358,0.949,0.24,8.5431247,Y,
HD64184,HD 64184  ,G3 V,-0.21,0.03,0.74,,5701,312,1.8,4.432,3.959,0.923,0.042,-4.772836440865,-0.0623682403850001,,1.069,,,,,,,N,
HD6434,HD 6434  ,G2/3V,-0.61,0.04,0.84,,5768,38,4.3,,,,,-4.975594443195,0.154863366375,,1.137,1,0.39,21.998,0.14,0.17,,Y,1
HD64640,HD 64640  ,K1V,0.18,0.07,0.14,,5175,21,,9.463,1.704,0.88,0.016,,,,0.923,,,,,,,N,
HD6470,HD 6470  ,G3V,-0.24,0.04,1.71,0.02,5758,60,,5.045,3.343,0.899,0.034,,,,0.913,,,,,,,N,
HD65216,HD 65216  ,G5 V,-0.17,0.01,1.21,0.02,5658,43,1.8,1.981,1.822,0.913,0.026,-4.7953,0.0034,,0.897,2,1.43,152.6,0.54,0.02,6.5445701,Y,2
HD6558,HD 6558  ,G2V,0.26,0.03,2.79,0.05,5990,99,5.3,3.72,0.949,1.244,0.039,-4.797345694445,-0.0836619417050004,13,1.553,,,,,,,N,
HD65907,HD 65907  ,F9.5 V,-0.33,0.04,0.15,,5979,79,2.93,2.677,0.063,1.419,0.014,-4.55246577561,-0.16621879855,13.8,1.027,,,,,,,N,
HD65982,HD 65982  ,G2/6+F,-0.11,0.04,2.11,0.1,5981,52,3.6,5.299,2.231,1.011,0.051,,,,1.18,,,,,,,N,
HD66039,HD 66039  ,G2V,0.14,0.04,2.81,0.1,6080,36,3.6,1.068,0.893,1.149,0.036,-4.783409634555,0.200812916415,13,1.191,,,,,,,N,
HD66040,HD 66040  ,K0V,0.35,0.08,0.34,,5199,42,,6.196,3.693,0.908,0.026,,,,0.97,,,,,,,N,
HD66168,HD 66168  ,F8V,-0.05,0.04,2.66,0.1,6093,66,5.4,4.453,1.552,1.094,0.049,,,,1.089,,,,,,,N,
HD66171,HD 66171  ,G2V,-0.3,0.03,0.99,0.03,5787,60,0.1,8.352,2.313,0.886,0.027,-4.621353846625,-0.164480665515,21,1.031,,,,,,,N,
HD66221,HD 66221  ,G2/3V,0.17,0.02,0.46,,5604,65,2.7,5.667,3.26,0.995,0.04,-4.74952575552,-0.35160873198,,1.11,,,,,,,N,
HD66428,HD 66428  ,G8IV(+G),0.27,0.02,0.72,0.05,5689,34,1.7,4.268,1.315,1.059,0.021,-4.37711103413,-0.6955597904,,1.16,1,2.82,1973,3.18,0.465,10.6799442,Y,1
HD66740,HD 66740  ,F5V,0.01,0.05,1.36,,6537,133,,1.318,0.898,1.305,0.046,,,,1.438,,,,,,,N,
HD66838,HD 66838  ,G8/K0V,0.05,0.05,0.41,,5399,89,3.6,4.849,3.981,0.9,0.037,,,,0.955,,,,,,,N,
HD67,HD 67  ,G5V,0.01,0.04,1.87,0.12,5741,43,3.6,1.68,1.594,0.976,0.035,,,1.0824,0.959,,,,,,,N,
HD6718,HD 6718  ,G5V,-0.11,0.04,0.94,,5730,32,2,4.762,3.172,0.943,0.048,-4.9767,0.0075,,1.008,1,1.56,2496,3.56,0.1,11.5502071,Y,1
HD67200,HD 67200  ,G2/3V,0.31,0.03,2.65,0.1,6100,121,2.6,1.518,1.247,1.212,0.037,-4.91582399471,-0.17336153164,34.1,1.33,,,,,,,N,
HD67228,* mu.02 Cnc  ,G2/3V,0.19,0.02,2.79,0.06,5900,149,3.7,4.38,0.952,1.241,0.05,-4.68509750624,0.27021282874,,1.769,,,,,,,N,
HD6735,HD 6735  ,G2/3V,-0.06,0.01,2.63,0.02,6097,29,3.71,1.677,1.037,1.083,0.026,-4.90631153258,-0.23050195005,,1.103,,,,,,,N,
HD67458,HD 67458  ,G0 V,-0.17,0.01,2.1,0.12,5932,58,1.2,2.142,1.788,0.988,0.03,-4.913711445995,0.0718293159150001,18,1.016,,,,,,,N,
HD67578,HD 67578  ,G2V,-0.23,0.04,2.09,0.09,5847,61,,3.094,2.582,0.935,0.034,,,,0.952,,,,,,,N,
HD68017,HD 68017  ,G2/3V,-0.42,0.03,0.65,0.15,5749,123,1.49,5.236,4.062,0.842,0.033,-4.59417083775,-0.27462467346,29,0.985,,,,,,,N,
HD68089,HD 68089  ,G3V(w),-0.77,0.02,0.97,,5613,73,3.6,10.028,1.526,0.76,0.016,,,,0.861,,,,,,,N,
HD68168,HD 68168  ,G2/3V,0.12,0.03,1.48,0.1,5743,36,1.97,4.396,1.731,1.02,0.027,-4.942991524315,-0.00856213496500047,,1.101,,,,,,,N,
HD68284,HD 68284  ,G2/3V,-0.5,0.02,2.47,0.02,5913,55,3.37,6.07,0.128,1.044,0.012,,,,2.18,,,,,,,N,
HD68287,HD 68287  ,F7/8V,0.03,0.05,2.87,0.1,6173,102,6.3,1.975,1.624,1.145,0.048,,,,1.235,,,,,,,N,
HD68978,HD 68978  ,G2/3V,0.01,0.08,2.28,0.1,5988,49,3.04,1.392,1.238,1.065,0.033,-5.12652202142,0.0248053991299999,20,1.094,,,,,,,N,
HD68988,HD 68988  ,G0,0.31,0.02,2.12,0.02,5839,76,3,3.196,1.737,1.138,0.028,-4.6484726561,-0.28654226107,22,1.242,1,1.86,6.2771,0.0704,0.1249,-0.0262424,Y,1
HD693,* 6 Cet  ,F5V,-0.31,0.04,2.45,0.1,6258,139,3.8,4.955,1.44,1.073,0.043,-4.87734929075,0,,1.322,,,,,,,N,
HD69611,HD 69611  ,G2/3V,-0.58,0.02,1.32,0.15,5871,70,2.6,11.107,0.5,0.855,0.011,-4.65645875619,-0.29928459776,,1.322,,,,,,,N,
HD69655,HD 69655  ,G2/3V,-0.18,0.01,2.16,0.1,5957,20,2.71,6.49,1.19,0.962,0.03,-4.98818802708,0.208804468239999,,1.132,,,,,,,N,
HD69830,HD 69830  ,K0V,-0.02,0.01,0.88,0.03,5500,121,0.5,3.475,3.234,0.894,0.03,-5.142608567585,0.155785720655,42,0.891,3,0.5605,8.667,0.0785,0.07,1.5435773,Y,3
HD69897,* chi Cnc  ,G2/3V,-0.25,0.02,2.78,0.05,6322,72,5.7,4.013,1.008,1.08,0.03,-4.305335330335,-0.388663608955,8,1.354,,,,,,,N,
HD70573,V* V478 Hya  ,G1/2V,-0.1,0.1,3.12,,5837,65,13.9,2.3,2.061,0.997,0.036,-4.50733805005,0.36158849135,2,0.917,,,,,,,N,
HD70642,HD 70642  ,G6 V CN+0.5,0.18,0.01,0.89,,5667,63,2.611,2.88,2.34,1.028,0.032,-4.85104234076,,,1.05,1,2,2231,3.3,0.1,11.2423799,Y,1
HD70843,HD 70843  ,F5,0.16,0.03,2.44,0.02,6251,28,0.1,2.085,0.368,1.268,0.02,-4.877281102405,0.0943734045450002,,1.405,,,,,,,N,
HD70889,HD 70889  ,G2/3V,0.11,0.01,2.58,0.1,5995,45,3.45,1.41,1.13,1.109,0.03,-4.68024836632,-0.0935851992699996,0.51191,1.112,,,,,,,N,
HD71148,HD 71148  ,G2/3V,0.02,0.02,1.82,0.02,5828,31,12.37,4.487,1.437,1.016,0.026,-4.7163367635,-0.14272126285,23,1.091,,,,,,,N,
HD71334,HD 71334  ,G2.5 V,-0.09,0.01,0.65,,5738,53,1.6,5.555,2.84,0.948,0.034,-4.763900253795,-0.153152638184999,47.641701,1.051,,,,,,,N,
HD7134,HD 7134  ,G2/3V,-0.29,0.01,1.98,0.1,5975,90,2.71,7.457,2.534,0.931,0.039,-4.93299304258,0,,1.179,,,,,,,N,
HD71479,HD 71479  ,G2/3V,0.24,0.01,2.47,0.02,5972,62,2.98,2.768,1.312,1.163,0.027,-4.98666346711,0.00426420715000031,,1.296,,,,,,,N,
HD71685,HD 71685  ,G2/3V,-0.37,0.05,2.44,0.1,6025,67,6.4,4.866,3.121,0.921,0.049,,,0.941203,0.997,,,,,,,N,
HD71835,HD 71835  ,G9 V+,-0.03,0.02,0.59,,5479,73,3,4.164,3.621,0.891,0.036,-4.962616553355,0.139100068935,28,0.911,,,,,,,N,
HD71881,HD 71881  ,G2/3V,-0.05,0.03,1.63,0.07,5887,60,2.1,6.956,1.611,1.003,0.032,-4.94901546058,-0.0288856828399995,,1.23,,,,,,,N,
HD7199,HD 7199  ,K1IV,0.32,0.02,0.34,,5263,94,2.209,6.539,4.182,0.941,0.03,-5.08053901726,-0.0531616614300003,42.89,0.994,1,0.29,615,1.36,0.19,9.6725779,Y,1
HD7228,HD 7228  ,F5,-0.05,0.03,2.33,0.04,6171,41,6.3,4.408,0.683,1.184,0.041,-4.86313319747,-0.0993759608999998,,1.733,,,,,,,N,
HD72374,HD 72374  ,G2V,-0.08,0.04,0.71,,5817,59,3.6,5.538,3.189,0.969,0.051,,,,1.079,,,,,,,N,
HD72579,HD 72579  ,K0V,0.2,0.02,0.57,,5449,52,1.973,6.819,3.304,0.95,0.033,-4.990517185375,-0.0407883061350001,,1.031,,,,,,,N,
HD72659,HD 72659  ,G0,-0.02,0.02,2.16,0.06,5898,48,2.2,7.296,0.723,1.058,0.022,-5.00429663284,0.0456231566399996,,1.514,1,3.15,3658,4.74,0.22,11.2142879,Y,1
HD72673,HD 72673  ,G2/3V,-0.4,0.01,0.15,0.04,5263,98,6.79,4.489,3.806,0.758,0.021,-4.64841208536,-0.309202411649999,39,0.783,,,,,,,N,
HD72769,HD 72769  ,K1(IV)(+G),0.3,0.02,0.47,,5600,27,3.7,6.317,1.454,1.025,0.025,-5.46872137408,0,0.51191,1.193,,,,,,,N,
HD72780,HD 72780  ,F8,0.15,0.03,3.09,0.04,6239,75,6.3,1.312,0.951,1.225,0.032,-4.861393388415,0.144484948815,,1.287,,,,,,,N,
HD72905,V* pi.01 UMa  ,G1.5Vb,-0.02,0.03,2.94,0.09,5839,51,9.6,1.433,1.27,1.015,0.025,-4.37734179161,0.0996402779699999,2,0.966,,,,,,,N,
HD73121,HD 73121  ,G2/3V,0.09,0.01,1.44,,6031,32,3.49,4.71,0.839,1.173,0.041,-4.6606679716,-0.264149133489999,,1.605,,,,,,,N,
HD73256,V* CS Pyx  ,G8 IV-V Fe+0.5,0.22,0.02,0.56,,5555,140,3.5,3.124,3.049,0.964,0.034,-4.53283860160667,0.0952783242700002,14.8104,0.993,1,1.87,2.54858,0.037,0.029,-1.4312133,Y,1
HD73267,HD 73267  ,K0V,0.07,0.04,,,5333,74,0.79,7.235,3.86,0.905,0.028,-4.81001668077,0.0135903992799999,,0.947,1,3.06,1260,2.198,0.256,10.0590739,Y,
HD73344,HD 73344  ,G2/3V,0.12,0.03,2.78,0.03,6109,50,6.3,1.417,0.987,1.168,0.026,-4.7712190196,0.18038799209,6,1.211,,,,,,,N,
HD73350,V* V401 Hya  ,G0,0.1,0.02,2.32,0.1,5808,35,3.55,0.887,0.74,1.051,0.018,-4.481777403125,-0.0563298941250006,16,1.013,,,,,,,N,
HD73524,HD 73524  ,G0 Vp,0.16,0.01,2.53,0.02,5968,33,3.15,1.981,1.058,1.135,0.025,-4.900651074085,-0.00833378629500015,,1.194,,,,,,,N,
HD73526,HD 73526  ,G6V,0.25,0.03,0.59,,5573,95,1.69,8.112,1.824,1.073,0.042,,,,1.595,2,4.5,188.9,0.65,0.28,5.3854651,Y,2
HD73668,HD 73668  ,G2/3V,-0.03,0.04,2.48,0.04,5926,66,4.1,3.098,2.179,1.041,0.036,-4.876885939055,0.144313614335,14,1.135,,,,,,,N,
HD74156,HD 74156  ,G1V,0.1,0.02,2.5,0.07,6050,38,4.31,4.126,0.616,1.172,0.025,-5.02132167629,0.0630774995100003,,1.493,2,9.775,51.6385,0.2916,0.3829,2.8534868,Y,2
HD7449,HD 7449  ,G0V,0.098,0.01,2.52,0.02,6031,29,3.51,0.344,0.236,1.107,0.014,-4.82492351053,,13.3,1.061,2,3.11,1275,2.3,0.5,10.0608105,Y,2
HD74698,HD 74698  ,G5V,0.08,0.04,0.6,,5764,59,1.8,8.003,1.684,1.029,0.044,-4.924068411475,-0.0400228222549996,,1.366,,,,,,,N,
HD74957,HD 74957  ,G2/3V,-0.19,0.04,1.89,0.1,5899,42,3.07,4.76,2.944,0.953,0.052,-4.594429527835,-0.214743617935,,1.064,,,,,,,N,
HD750,HD 750  ,K1 V,-0.28,0.02,0.35,,5156,226,3.6,4.167,3.974,0.74,0.022,,,,0.755,,,,,,,N,
